sample,TCGA-S9-A7J2-01
ENST00000461266.5,0.0000
ENST00000515832.1,3.9800
ENST00000426659.6,0.0000
ENST00000424402.1,0.0000
ENST00000370366.1,0.0000
ENST00000601829.1,2.0600
ENST00000506355.2,0.0000
ENST00000612687.4,2.2900
ENST00000461565.1,0.0000
ENST00000451386.1,0.0000
ENST00000363238.1,0.0000
ENST00000512971.2,0.0000
ENST00000598626.5,5.9600
ENST00000593082.2,0.0000
ENST00000598923.1,0.0000
ENST00000355173.6,58.6500
ENST00000478335.1,100.0000
ENST00000461961.2,0.0000
ENST00000530795.1,1.9700
ENST00000403952.3,0.6900
ENST00000592377.1,0.0000
ENST00000508538.1,0.0000
ENST00000473164.1,6.0400
ENST00000415067.1,15.7300
ENST00000451617.1,0.0000
ENST00000534311.1,0.0000
ENST00000576017.1,2.4800
ENST00000514424.5,10.4000
ENST00000439946.1,0.0000
ENST00000544570.5,0.0000
ENST00000533786.5,0.0000
ENST00000600570.1,0.0000
ENST00000455366.1,0.0000
ENST00000481857.3,0.0000
ENST00000514071.1,0.0000
ENST00000463537.5,3.5600
ENST00000367716.3,85.6300
ENST00000616350.1,0.0000
ENST00000379026.6,0.0000
ENST00000374765.8,49.8700
ENST00000499130.6,0.0000
ENST00000448974.1,0.0000
ENST00000537713.5,0.9400
ENST00000523533.5,12.3200
ENST00000465927.5,0.0000
ENST00000495063.5,1.4500
ENST00000602494.1,100.0000
ENST00000605126.1,0.0000
ENST00000585443.1,0.0000
ENST00000540583.5,2.3200
ENST00000373502.9,0.0000
ENST00000374313.5,7.7800
ENST00000627211.2,0.0000
ENST00000330115.3,5.5900
ENST00000605067.1,0.0000
ENST00000353809.9,0.0000
ENST00000428485.1,0.0000
ENST00000436899.5,0.0000
ENST00000470910.5,0.2800
ENST00000398706.6,0.1800
ENST00000464438.1,0.9200
ENST00000448417.1,2.1400
ENST00000628179.1,0.0000
ENST00000562370.5,4.5800
ENST00000575604.1,0.0000
ENST00000607953.1,100.0000
ENST00000408809.2,0.0000
ENST00000526563.2,0.0000
ENST00000604698.1,0.0000
ENST00000428980.6,0.0000
ENST00000480545.5,0.0000
ENST00000505683.5,0.0000
ENST00000626192.1,0.7500
ENST00000621492.4,0.0000
ENST00000348956.6,13.8800
ENST00000575903.5,0.0000
ENST00000551062.5,0.0000
ENST00000591843.1,0.4000
ENST00000378536.4,95.2100
ENST00000625626.1,2.3700
ENST00000433296.5,36.2500
ENST00000409259.1,0.0000
ENST00000603289.5,0.5600
ENST00000514848.1,0.0000
ENST00000552985.5,0.0000
ENST00000486497.1,0.0000
ENST00000409178.5,0.0000
ENST00000264741.9,100.0000
ENST00000550513.1,0.1300
ENST00000433022.1,0.0000
ENST00000580145.5,0.0000
ENST00000600297.1,5.0800
ENST00000294738.5,0.0000
ENST00000444136.5,0.0000
ENST00000459691.1,0.0000
ENST00000591546.5,0.0000
ENST00000461171.1,8.9800
ENST00000512600.1,10.6100
ENST00000622775.3,0.0000
ENST00000441442.1,100.0000
ENST00000571380.1,0.0000
ENST00000279392.7,58.2900
ENST00000357585.3,100.0000
ENST00000435507.6,0.3300
ENST00000461012.1,1.0300
ENST00000371781.3,0.0000
ENST00000556394.1,17.6700
ENST00000438518.5,0.2000
ENST00000454424.1,0.0000
ENST00000521330.6,0.0000
ENST00000541850.1,0.0000
ENST00000444059.2,0.7300
ENST00000506127.1,0.0000
ENST00000394850.6,0.0000
ENST00000598044.1,0.0000
ENST00000469815.5,0.0000
ENST00000535524.1,0.0000
ENST00000554159.1,0.0000
ENST00000489852.1,26.8800
ENST00000479884.6,0.0000
ENST00000300187.10,17.7800
ENST00000455475.2,0.0000
ENST00000424969.2,0.0000
ENST00000594208.5,2.6300
ENST00000547940.5,0.0000
ENST00000442822.6,0.0000
ENST00000458064.6,0.0000
ENST00000375261.8,0.0000
ENST00000414665.5,0.0000
ENST00000453080.5,4.1600
ENST00000371600.7,33.5100
ENST00000355665.7,39.9800
ENST00000410222.1,0.0000
ENST00000376955.8,6.8900
ENST00000490953.5,0.0000
ENST00000421570.1,0.0000
ENST00000557277.5,0.0000
ENST00000413564.1,0.0000
ENST00000517470.1,0.0000
ENST00000455754.1,0.0000
ENST00000396330.6,16.1300
ENST00000508434.1,7.5600
ENST00000536042.1,0.0000
ENST00000498511.5,0.0000
ENST00000514104.5,3.9000
ENST00000558461.1,0.6300
ENST00000485746.1,0.0000
ENST00000374438.1,0.0000
ENST00000463442.5,29.8200
ENST00000419301.1,0.0600
ENST00000549015.1,0.0000
ENST00000536287.2,40.7400
ENST00000435364.7,29.2200
ENST00000421467.6,0.0000
ENST00000544751.1,7.2000
ENST00000490324.2,0.0000
ENST00000408567.1,0.0000
ENST00000496935.1,0.0000
ENST00000411143.1,0.0000
ENST00000525280.1,0.0000
ENST00000375562.8,100.0000
ENST00000538193.1,0.0000
ENST00000508597.1,100.0000
ENST00000513071.1,100.0000
ENST00000493788.5,0.0000
ENST00000393955.6,0.8200
ENST00000602558.1,100.0000
ENST00000457083.1,0.0000
ENST00000476760.1,1.6000
ENST00000587312.1,0.0000
ENST00000550770.1,1.9100
ENST00000579498.1,0.0000
ENST00000584402.1,0.0000
ENST00000372714.5,1.0400
ENST00000593115.1,0.3000
ENST00000467494.2,21.4500
ENST00000465351.5,4.0100
ENST00000580050.1,0.0000
ENST00000423392.5,0.0000
ENST00000459332.1,0.0000
ENST00000356731.9,0.4100
ENST00000442856.1,100.0000
ENST00000414790.5,0.0000
ENST00000612261.1,0.0000
ENST00000456074.1,0.0000
ENST00000518889.1,1.9400
ENST00000613093.1,100.0000
ENST00000441463.2,74.7000
ENST00000510106.5,2.1800
ENST00000518908.5,0.0000
ENST00000497407.2,0.0000
ENST00000584758.1,0.0000
ENST00000337080.7,13.5700
ENST00000440932.1,0.0000
ENST00000375966.8,0.0000
ENST00000467905.5,3.4100
ENST00000623580.1,0.0000
ENST00000400166.5,1.6600
ENST00000566052.1,0.0000
ENST00000577581.1,0.0000
ENST00000280704.8,0.0000
ENST00000594555.1,100.0000
ENST00000292896.2,0.0000
ENST00000511321.5,11.1700
ENST00000530540.1,0.3700
ENST00000326956.11,23.7000
ENST00000490071.1,0.3400
ENST00000626140.2,0.0000
ENST00000377308.6,8.9200
ENST00000533762.5,0.0000
ENST00000449039.5,0.4700
ENST00000433730.1,17.0300
ENST00000310194.1,100.0000
ENST00000410815.1,0.0000
ENST00000465272.1,6.0600
ENST00000396424.4,35.6200
ENST00000463328.5,1.4100
ENST00000281317.9,70.0300
ENST00000474216.5,17.0900
ENST00000530973.1,1.6000
ENST00000446825.1,1.4100
ENST00000549569.1,0.0000
ENST00000486445.1,4.5100
ENST00000514282.1,0.0000
ENST00000473702.5,0.0000
ENST00000539528.5,7.2400
ENST00000579838.1,6.2700
ENST00000592482.5,4.7200
ENST00000376016.7,86.0100
ENST00000430010.1,100.0000
ENST00000467573.1,100.0000
ENST00000433070.6,11.6000
ENST00000614692.1,0.0000
ENST00000628897.2,0.0000
ENST00000437508.6,0.2600
ENST00000447766.1,100.0000
ENST00000476254.1,0.3600
ENST00000511725.5,0.0000
ENST00000526001.1,1.8400
ENST00000364646.1,0.0000
ENST00000476807.5,0.1000
ENST00000550907.1,0.0000
ENST00000417363.5,1.7100
ENST00000489560.1,0.0000
ENST00000397907.1,0.0000
ENST00000569233.5,0.0000
ENST00000364545.1,0.0000
ENST00000502991.5,0.0000
ENST00000598834.1,0.0000
ENST00000411527.5,0.0000
ENST00000509747.5,49.4000
ENST00000414776.1,0.0000
ENST00000534807.1,0.4500
ENST00000221797.4,0.0000
ENST00000396696.1,0.1200
ENST00000505164.5,4.1600
ENST00000485307.5,6.7900
ENST00000482244.5,2.9900
ENST00000490866.2,0.3000
ENST00000376460.5,4.1200
ENST00000455401.6,48.1900
ENST00000433605.1,59.4900
ENST00000483958.5,0.0000
ENST00000492803.1,13.1200
ENST00000549795.5,1.9000
ENST00000556334.5,4.4800
ENST00000444263.5,0.0000
ENST00000606364.5,0.0000
ENST00000589006.1,0.6700
ENST00000393631.5,0.0000
ENST00000620487.1,0.0000
ENST00000534531.1,0.0000
ENST00000342873.7,47.1200
ENST00000505025.1,100.0000
ENST00000525145.5,2.3400
ENST00000296351.8,16.0100
ENST00000375457.2,1.8900
ENST00000584752.5,0.0000
ENST00000579496.5,0.0000
ENST00000530272.1,0.0000
ENST00000556819.1,0.0000
ENST00000448778.1,15.9600
ENST00000494824.5,0.0000
ENST00000467890.1,18.4200
ENST00000630124.2,0.0000
ENST00000521484.5,4.7000
ENST00000381937.8,12.4200
ENST00000558130.1,20.4100
ENST00000549870.5,0.0000
ENST00000449724.5,8.0300
ENST00000476076.1,0.0000
ENST00000549454.5,1.6000
ENST00000442354.1,100.0000
ENST00000375534.7,63.9700
ENST00000610681.1,7.6600
ENST00000408513.1,0.0000
ENST00000550828.1,2.0200
ENST00000456252.7,0.0000
ENST00000555940.1,0.0000
ENST00000264020.6,32.9100
ENST00000385101.1,0.0000
ENST00000481636.1,0.0000
ENST00000494569.5,4.4600
ENST00000594653.1,0.0000
ENST00000608929.5,0.0000
ENST00000514937.5,0.0000
ENST00000546014.1,0.0000
ENST00000437128.1,0.0000
ENST00000602380.1,9.3500
ENST00000538535.1,6.2000
ENST00000344277.10,0.0000
ENST00000417216.3,100.0000
ENST00000601402.5,4.6200
ENST00000630065.2,18.4400
ENST00000562653.1,0.0000
ENST00000337537.7,43.5300
ENST00000498424.2,0.0000
ENST00000370812.7,47.2700
ENST00000517874.1,0.7100
ENST00000539526.5,0.0000
ENST00000596086.1,0.0000
ENST00000463996.1,1.2100
ENST00000306042.9,43.5300
ENST00000602605.1,0.0000
ENST00000437601.2,100.0000
ENST00000333274.10,80.1100
ENST00000527234.5,0.6000
ENST00000543877.1,0.0000
ENST00000482519.1,0.0000
ENST00000371811.4,22.4400
ENST00000390555.3,0.0000
ENST00000566080.1,0.1800
ENST00000332440.3,23.5600
ENST00000493577.1,0.5800
ENST00000571022.5,0.0000
ENST00000476615.1,17.9200
ENST00000458191.5,48.0100
ENST00000216456.6,44.4200
ENST00000468235.1,0.0000
ENST00000550159.5,0.5200
ENST00000302347.9,54.1400
ENST00000580705.5,0.0000
ENST00000486501.3,0.0000
ENST00000612402.4,96.2800
ENST00000527195.1,0.0000
ENST00000438342.1,0.0000
ENST00000519571.1,0.0000
ENST00000573173.1,1.2600
ENST00000465411.1,0.0000
ENST00000528721.5,3.0900
ENST00000513940.1,0.0000
ENST00000621000.1,0.0000
ENST00000598785.5,57.1400
ENST00000546677.1,0.0000
ENST00000558217.5,1.7100
ENST00000476301.5,9.1300
ENST00000529900.1,0.4000
ENST00000555206.5,68.4200
ENST00000359135.7,27.7400
ENST00000452395.1,51.0800
ENST00000419695.1,0.0000
ENST00000367756.8,0.0000
ENST00000567891.5,8.5800
ENST00000476143.6,12.2100
ENST00000470008.1,0.0000
ENST00000396484.6,3.2900
ENST00000566707.1,0.0000
ENST00000415279.1,100.0000
ENST00000440539.1,0.0000
ENST00000573692.1,3.5100
ENST00000457461.1,0.0000
ENST00000338950.9,0.7700
ENST00000421657.1,40.6400
ENST00000465572.6,2.6100
ENST00000304195.7,17.7600
ENST00000546754.5,0.0000
ENST00000621181.4,0.9700
ENST00000510033.2,0.0000
ENST00000399654.6,79.6000
ENST00000336292.10,29.7300
ENST00000589133.5,0.0000
ENST00000335144.3,0.0000
ENST00000375459.5,0.7400
ENST00000496172.5,0.5700
ENST00000587893.1,0.0000
ENST00000555550.1,0.0000
ENST00000394717.3,26.9300
ENST00000517031.1,0.0000
ENST00000504868.1,0.0000
ENST00000584881.1,0.0000
ENST00000498751.1,0.0000
ENST00000414981.2,0.0000
ENST00000543976.2,20.6100
ENST00000615405.1,0.0000
ENST00000352078.8,85.1000
ENST00000304865.3,100.0000
ENST00000429419.6,0.0000
ENST00000382940.8,0.0000
ENST00000519632.5,3.0500
ENST00000514030.1,0.0000
ENST00000602790.1,100.0000
ENST00000627968.2,0.0000
ENST00000381795.10,16.4600
ENST00000496716.1,1.2300
ENST00000425506.5,3.0500
ENST00000589699.1,0.0000
ENST00000276201.6,27.5900
ENST00000508654.1,0.9400
ENST00000466833.5,0.0000
ENST00000482371.5,0.0000
ENST00000265978.8,18.1100
ENST00000296098.4,0.0000
ENST00000492555.5,0.5100
ENST00000631139.2,35.7600
ENST00000262043.7,9.5200
ENST00000609720.1,100.0000
ENST00000585130.5,2.5400
ENST00000359491.1,91.0900
ENST00000504571.5,0.0000
ENST00000331479.3,21.9600
ENST00000437060.1,100.0000
ENST00000355839.10,3.0600
ENST00000553679.1,0.0000
ENST00000580889.1,0.0000
ENST00000485934.1,16.8000
ENST00000569599.5,4.3700
ENST00000440174.1,0.0000
ENST00000567261.1,0.0000
ENST00000534547.1,0.0000
ENST00000341533.8,24.8700
ENST00000555024.1,0.0000
ENST00000301141.9,0.0000
ENST00000523927.5,0.0000
ENST00000532246.1,100.0000
ENST00000346834.8,0.0000
ENST00000448025.5,0.8000
ENST00000467745.1,3.7300
ENST00000321374.9,0.0000
ENST00000459491.1,0.0000
ENST00000566696.1,0.5100
ENST00000299192.7,82.0100
ENST00000319441.5,2.6000
ENST00000412670.1,12.8700
ENST00000446002.1,0.0000
ENST00000366254.2,0.0000
ENST00000527420.5,0.0000
ENST00000446183.6,5.5300
ENST00000557727.1,19.4600
ENST00000594766.6,9.1300
ENST00000421538.1,51.4200
ENST00000527965.5,0.0000
ENST00000578586.1,10.2300
ENST00000530479.1,100.0000
ENST00000263062.8,2.7100
ENST00000596597.5,0.0000
ENST00000333129.3,83.8100
ENST00000560092.5,0.0000
ENST00000512836.5,0.0000
ENST00000221943.13,35.8000
ENST00000398527.6,1.0900
ENST00000622176.4,0.0000
ENST00000516690.1,0.0000
ENST00000628112.2,0.0000
ENST00000439699.1,8.9900
ENST00000617874.4,0.0000
ENST00000496353.1,2.4700
ENST00000512214.1,0.1000
ENST00000526782.1,3.1800
ENST00000515463.1,10.1800
ENST00000553290.1,12.5300
ENST00000394411.8,8.0700
ENST00000371227.8,0.0000
ENST00000574408.5,29.6200
ENST00000497988.1,100.0000
ENST00000538595.1,0.5900
ENST00000434525.1,0.0000
ENST00000421403.1,0.0000
ENSTR0000432757.5,0.0000
ENST00000611046.1,0.0000
ENST00000455857.1,0.0000
ENST00000376656.8,0.0000
ENST00000511454.5,0.0000
ENST00000556483.5,0.0000
ENST00000589231.1,0.0000
ENST00000458663.6,0.0000
ENST00000560765.6,0.0000
ENST00000578270.5,14.1700
ENST00000585850.1,0.0000
ENST00000412424.1,0.0000
ENST00000513258.5,0.0000
ENST00000422224.5,0.0000
ENST00000307671.11,11.3400
ENST00000616430.1,9.9100
ENST00000425565.1,0.0000
ENST00000627646.2,28.6100
ENST00000521593.5,0.0000
ENST00000479449.1,0.0000
ENST00000325324.10,70.8300
ENST00000414297.1,100.0000
ENST00000442760.2,8.1100
ENST00000547238.5,6.6300
ENST00000509529.1,3.0500
ENST00000408923.7,34.6500
ENST00000529052.5,7.9000
ENST00000375926.5,0.9100
ENST00000608912.1,100.0000
ENST00000441388.1,0.0000
ENST00000553853.1,0.0000
ENST00000602034.1,0.0000
ENST00000510804.1,4.4600
ENST00000586905.3,0.0000
ENST00000410092.7,5.3400
ENST00000592804.1,1.3300
ENST00000492727.1,100.0000
ENST00000444428.5,1.1700
ENST00000578456.1,0.0000
ENST00000607452.5,20.2700
ENST00000522785.1,0.5100
ENST00000425109.2,100.0000
ENST00000454084.5,1.1100
ENST00000547008.5,2.8700
ENST00000478973.6,1.0100
ENST00000397488.6,50.3500
ENST00000490730.1,0.0000
ENST00000336257.7,57.0800
ENST00000362570.1,0.0000
ENST00000469317.1,0.0000
ENST00000578721.1,0.0000
ENST00000528987.1,0.0400
ENST00000412698.2,32.4800
ENST00000360951.8,10.7600
ENST00000509246.5,0.8000
ENST00000478072.2,1.0700
ENST00000532373.1,0.3200
ENST00000629643.2,5.1300
ENST00000363655.1,0.0000
ENST00000548144.1,100.0000
ENST00000423714.1,3.0400
ENST00000453428.1,0.4700
ENST00000559726.5,10.3800
ENST00000619943.1,0.0000
ENST00000608869.1,70.1300
ENST00000603957.1,0.0000
ENST00000371352.5,0.0000
ENST00000582029.1,0.3200
ENST00000562143.1,100.0000
ENST00000384463.1,0.0000
ENST00000416455.1,0.0000
ENST00000519167.1,0.0000
ENST00000523759.5,0.0000
ENST00000568479.1,100.0000
ENST00000483910.5,29.1800
ENST00000354189.9,0.0000
ENST00000470080.5,26.6000
ENST00000426178.1,0.0000
ENST00000280749.5,9.4100
ENST00000548045.5,0.9200
ENST00000355946.6,56.0400
ENST00000577577.1,0.0000
ENST00000382258.8,2.5500
ENST00000536860.5,0.0000
ENST00000488306.1,5.8100
ENST00000487959.5,0.0000
ENST00000334444.10,13.1700
ENST00000438582.1,0.0000
ENST00000511935.2,0.0000
ENST00000404103.7,0.0000
ENST00000423238.1,100.0000
ENST00000525555.5,0.4100
ENST00000624959.1,0.0000
ENST00000613982.1,100.0000
ENST00000357332.7,99.1500
ENST00000518080.2,0.0000
ENST00000418015.1,4.7100
ENST00000534970.5,0.2900
ENST00000443260.1,0.0000
ENST00000627555.2,0.0000
ENST00000526028.1,37.3000
ENST00000409115.7,85.2800
ENST00000324439.9,23.6400
ENST00000489521.1,0.3900
ENST00000534121.5,0.0000
ENST00000560234.1,10.5200
ENST00000626808.2,0.0000
ENST00000445865.1,100.0000
ENST00000562232.1,100.0000
ENST00000469042.5,0.0000
ENST00000580242.1,0.0000
ENST00000521983.1,0.5600
ENST00000486282.6,1.6700
ENST00000563746.5,26.2400
ENST00000505546.1,41.5500
ENST00000477068.1,6.4700
ENST00000297151.8,41.2000
ENST00000395587.5,0.0000
ENST00000618162.1,65.3100
ENST00000527515.1,0.0000
ENST00000472034.5,1.8100
ENST00000623744.1,1.0200
ENST00000551300.5,0.0000
ENST00000542110.1,0.0000
ENST00000497968.1,0.0000
ENST00000524863.5,0.0000
ENST00000563172.1,0.0000
ENST00000370674.3,0.0400
ENST00000631306.2,0.0000
ENST00000357249.6,0.0000
ENST00000592379.2,0.0000
ENST00000434383.6,0.1800
ENST00000373165.7,43.8200
ENST00000398672.3,100.0000
ENST00000543430.5,3.3400
ENST00000472367.5,0.0600
ENST00000491891.1,4.5600
ENST00000609879.1,100.0000
ENST00000629589.1,0.0000
ENST00000451761.1,0.0000
ENST00000623447.3,0.0000
ENST00000503793.1,2.2200
ENST00000568553.1,0.0000
ENST00000524922.1,0.0000
ENST00000509248.1,3.6200
ENST00000554197.1,0.0000
ENST00000584225.2,0.0000
ENST00000389693.3,16.2800
ENST00000484848.5,4.1900
ENST00000478806.1,2.2400
ENST00000504292.1,0.0000
ENST00000426045.5,0.0000
ENST00000382384.6,48.8700
ENST00000565185.1,10.9100
ENSTR0000262640.10,0.0000
ENST00000440698.1,100.0000
ENST00000432151.5,0.3500
ENST00000445990.1,100.0000
ENST00000521098.2,40.7400
ENST00000558184.1,19.5000
ENST00000607480.2,100.0000
ENST00000433839.1,0.0000
ENST00000542056.1,0.0000
ENST00000449330.1,12.0600
ENST00000356489.9,12.5500
ENST00000458136.1,1.0200
ENST00000622718.1,0.0000
ENST00000516836.1,0.0000
ENST00000630636.1,0.0000
ENST00000504371.1,5.9600
ENST00000539001.5,0.0000
ENST00000519169.5,0.0000
ENST00000599558.1,0.0000
ENST00000450807.5,0.0000
ENST00000397468.5,0.0000
ENST00000259206.9,0.0000
ENST00000543576.5,6.8900
ENST00000561438.5,1.6400
ENST00000610476.1,0.0000
ENST00000318672.7,34.8600
ENST00000525482.5,18.0300
ENST00000541086.5,35.4600
ENST00000444515.1,0.0000
ENST00000533906.1,100.0000
ENST00000352312.5,0.0000
ENST00000599946.2,0.0000
ENST00000419297.2,100.0000
ENST00000523254.1,11.3900
ENST00000403099.5,0.0000
ENST00000614528.3,0.0000
ENST00000442107.1,0.0000
ENST00000262630.7,0.0000
ENST00000543455.1,0.5200
ENST00000564652.5,1.8900
ENST00000543220.5,0.0000
ENST00000368811.7,9.8000
ENST00000535095.5,0.0000
ENST00000632951.1,0.0000
ENST00000563047.1,0.0000
ENST00000569727.1,0.0000
ENST00000542660.1,0.0000
ENST00000462618.1,0.0000
ENST00000248706.4,90.4700
ENST00000542163.1,0.6200
ENST00000609712.1,0.1000
ENST00000460401.1,19.8800
ENST00000412519.1,0.0000
ENST00000432425.5,33.5700
ENST00000629516.2,0.0000
ENST00000425691.5,5.2800
ENST00000578630.1,0.0000
ENST00000369664.1,0.0000
ENST00000621626.1,11.0300
ENST00000564108.5,0.0000
ENST00000588956.1,0.7900
ENST00000461726.1,100.0000
ENST00000563748.5,25.7900
ENST00000458275.6,18.9000
ENST00000445976.1,0.0000
ENST00000625034.1,0.0000
ENST00000392455.7,92.0900
ENST00000613477.1,0.0000
ENST00000590995.1,0.0000
ENST00000519530.1,0.0000
ENST00000427843.5,0.0000
ENST00000498133.5,2.0900
ENST00000366767.7,16.7900
ENST00000582485.5,0.0000
ENST00000331828.4,0.0000
ENST00000470045.1,1.6500
ENST00000459853.3,0.0000
ENST00000506729.5,0.0000
ENST00000264255.7,78.6700
ENST00000543745.1,0.0000
ENST00000519788.6,0.0000
ENST00000478808.2,100.0000
ENST00000366197.9,35.3100
ENST00000327674.8,0.0000
ENST00000498103.1,100.0000
ENST00000340666.4,45.1400
ENST00000344008.5,4.6900
ENST00000598252.5,0.0000
ENST00000562781.1,100.0000
ENST00000464468.1,8.3100
ENST00000549580.1,0.7400
ENST00000471883.1,0.1000
ENST00000423801.1,0.0000
ENST00000627460.1,0.0000
ENST00000419513.6,100.0000
ENST00000424212.1,0.1100
ENST00000618633.1,0.0000
ENST00000412213.1,0.0000
ENST00000550091.5,6.9700
ENST00000501493.6,1.5100
ENST00000547394.6,0.0000
ENST00000629255.1,0.0000
ENST00000431082.1,0.0000
ENST00000582376.1,0.7300
ENST00000543578.1,0.0000
ENST00000489318.1,0.8500
ENST00000440552.5,0.0000
ENST00000436709.1,0.0000
ENST00000503335.6,49.2400
ENST00000623963.1,100.0000
ENST00000602316.1,100.0000
ENST00000588501.5,0.0000
ENST00000241808.8,0.0000
ENST00000432510.1,0.0000
ENST00000334398.7,81.9000
ENST00000518393.1,0.0000
ENST00000373627.9,67.2700
ENST00000365498.1,0.0000
ENST00000332129.6,84.8400
ENST00000477651.5,9.6300
ENST00000383791.7,100.0000
ENST00000536107.5,1.5900
ENST00000482572.5,1.2600
ENST00000479406.5,0.0000
ENST00000433845.1,0.0000
ENST00000510189.5,20.6500
ENST00000491309.5,0.2000
ENST00000408912.7,0.0000
ENST00000586782.5,0.0000
ENST00000379458.8,0.0000
ENST00000569729.5,7.8000
ENST00000430355.5,0.2800
ENST00000368349.8,48.4900
ENST00000370476.9,79.5800
ENST00000182290.8,0.0000
ENST00000439708.1,0.0000
ENST00000609252.1,0.0000
ENST00000484779.1,100.0000
ENST00000481032.1,0.6800
ENST00000467689.1,4.9200
ENST00000590400.1,0.0000
ENST00000537320.5,25.0800
ENST00000301653.8,0.0000
ENST00000462785.1,2.7200
ENST00000533127.5,0.2500
ENST00000439177.1,0.0000
ENST00000600114.5,11.9600
ENST00000351937.9,0.0000
ENST00000364805.1,0.0000
ENST00000550824.5,21.1400
ENST00000473945.1,17.7900
ENST00000610262.1,100.0000
ENST00000602763.5,31.2000
ENST00000485692.1,0.0900
ENST00000529634.2,0.4500
ENST00000618311.4,0.0000
ENST00000419071.6,1.1600
ENST00000461653.5,0.9600
ENST00000412929.1,0.0000
ENST00000396851.3,0.0000
ENST00000485533.1,0.0000
ENST00000593268.5,0.0000
ENST00000527982.1,1.5400
ENST00000444879.5,0.0000
ENST00000497102.5,0.0000
ENST00000456857.5,2.5900
ENST00000382162.7,8.8800
ENST00000610323.2,0.0000
ENST00000418255.1,100.0000
ENST00000426223.1,0.0000
ENST00000554936.1,0.0000
ENST00000556089.1,0.3500
ENST00000630471.2,17.0700
ENST00000582277.5,3.9300
ENST00000341712.8,8.6700
ENST00000601364.5,0.0000
ENST00000555484.1,6.3900
ENST00000568436.1,2.1300
ENST00000517942.1,0.0000
ENST00000629160.1,0.0000
ENST00000524819.5,0.3700
ENST00000554213.1,0.0000
ENST00000528237.5,0.0000
ENST00000469959.1,0.0000
ENST00000419604.1,0.0000
ENST00000591899.7,30.7400
ENST00000549190.5,0.0000
ENST00000533247.1,0.0000
ENST00000453905.5,0.0000
ENST00000599732.5,19.5200
ENST00000620424.1,2.1300
ENST00000561837.1,0.0000
ENST00000573877.1,0.0000
ENST00000509589.5,12.8300
ENST00000510527.5,6.1100
ENSTR0000482170.5,0.0000
ENST00000559260.5,0.0000
ENST00000553251.5,30.2100
ENST00000320985.14,69.6600
ENST00000592412.5,0.0000
ENST00000445781.5,0.0000
ENST00000562632.1,100.0000
ENST00000462047.1,0.2500
ENST00000531262.5,26.7900
ENST00000519756.1,0.0000
ENST00000563927.1,0.0000
ENST00000568956.1,100.0000
ENST00000560599.5,0.0000
ENST00000392794.3,100.0000
ENST00000457545.6,0.0000
ENST00000582623.1,0.0000
ENST00000580621.5,0.0000
ENST00000525008.5,32.9300
ENST00000447756.2,0.0300
